"","id","sales_num","visit_num","lagged_sales_num"
"1",1,3,1,4
"2",1,12,1,3
"3",1,3,1,12
"4",1,6,2,3
"5",1,5,1,6
"6",1,2,0,5
"7",1,5,2,2
"8",1,1,2,5
"9",1,5,1,1
"10",1,3,1,5
"11",1,1,2,3
"12",1,3,2,1
"13",1,1,2,3
"14",1,2,2,1
"15",1,0,1,2
"16",1,4,4,0
"17",1,6,2,4
"18",1,1,0,6
"19",1,2,2,1
"20",1,2,1,2
"21",1,2,2,2
"22",1,6,3,2
"23",1,3,2,6
"24",2,1,2,5
"25",2,8,3,1
"26",2,7,1,8
"27",2,5,1,7
"28",2,3,2,5
"29",2,9,3,3
"30",2,2,3,9
"31",2,10,6,2
"32",2,6,2,10
"33",2,4,6,6
"34",2,4,4,4
"35",2,5,1,4
"36",2,11,5,5
"37",2,1,5,11
"38",2,1,3,1
"39",2,2,5,1
"40",2,0,4,2
"41",2,4,5,0
"42",2,2,3,4
"43",2,2,5,2
"44",2,4,5,2
"45",2,5,5,4
"46",2,3,5,5
"47",3,10,1,5
"48",3,9,2,10
"49",3,6,0,9
"50",3,6,3,6
"51",3,5,2,6
"52",3,9,0,5
"53",3,5,1,9
"54",3,11,2,5
"55",3,6,1,11
"56",3,2,3,6
"57",3,7,2,2
"58",3,12,2,7
"59",3,11,1,12
"60",3,6,3,11
"61",3,10,4,6
"62",3,7,3,10
"63",3,8,2,7
"64",3,8,0,8
"65",3,8,2,8
"66",3,8,3,8
"67",3,2,4,8
"68",3,12,5,2
"69",3,2,5,12
"70",4,6,3,8
"71",4,10,3,6
"72",4,4,5,10
"73",4,7,3,4
"74",4,6,4,7
"75",4,10,3,6
"76",4,11,4,10
"77",4,7,4,11
"78",4,8,5,7
"79",4,8,4,8
"80",4,5,3,8
"81",4,4,3,5
"82",4,1,4,4
"83",4,9,6,1
"84",4,3,3,9
"85",4,5,5,3
"86",4,8,7,5
"87",4,8,2,8
"88",4,7,3,8
"89",4,6,1,7
"90",4,7,4,6
"91",4,6,6,7
"92",4,6,5,6
"93",5,5,0,13
"94",5,13,0,5
"95",5,8,0,13
"96",5,12,0,8
"97",5,10,0,12
"98",5,14,0,10
"99",5,3,0,14
"100",5,13,0,3
"101",5,20,0,13
"102",5,9,0,20
"103",5,12,0,9
"104",5,19,0,12
"105",5,15,0,19
"106",5,15,2,15
"107",5,3,0,15
"108",5,6,3,3
"109",5,3,2,6
"110",5,7,1,3
"111",5,0,3,7
"112",5,9,3,0
"113",5,9,3,9
"114",5,11,3,9
"115",5,6,3,11
"116",6,5,1,4
"117",6,2,2,5
"118",6,3,2,2
"119",6,5,2,3
"120",6,6,2,5
"121",6,12,4,6
"122",6,8,2,12
"123",6,9,2,8
"124",6,10,3,9
"125",6,7,6,10
"126",6,10,2,7
"127",6,7,3,10
"128",6,2,1,7
"129",6,2,2,2
"130",6,4,1,2
"131",6,6,2,4
"132",6,4,5,6
"133",6,9,2,4
"134",6,4,1,9
"135",6,1,2,4
"136",6,3,3,1
"137",6,2,3,3
"138",6,4,2,2
"139",7,0,2,0
"140",7,0,0,0
"141",7,0,1,0
"142",7,0,1,0
"143",7,0,3,0
"144",7,0,1,0
"145",7,0,1,0
"146",7,0,2,0
"147",7,0,3,0
"148",7,0,0,0
"149",7,0,1,0
"150",7,0,1,0
"151",7,0,0,0
"152",7,2,0,0
"153",7,0,0,2
"154",7,0,0,0
"155",7,0,0,0
"156",7,0,0,0
"157",7,2,1,0
"158",7,0,1,2
"159",7,0,3,0
"160",7,0,4,0
"161",7,0,5,0
"162",8,7,1,9
"163",8,3,1,7
"164",8,10,3,3
"165",8,3,1,10
"166",8,6,0,3
"167",8,2,1,6
"168",8,5,2,2
"169",8,7,2,5
"170",8,2,1,7
"171",8,9,2,2
"172",8,2,1,9
"173",8,5,2,2
"174",8,6,1,5
"175",8,3,2,6
"176",8,8,0,3
"177",8,4,1,8
"178",8,3,1,4
"179",8,3,1,3
"180",8,5,2,3
"181",8,3,1,5
"182",8,2,1,3
"183",8,4,3,2
"184",8,6,2,4
"185",9,6,4,4
"186",9,7,3,6
"187",9,9,2,7
"188",9,12,2,9
"189",9,10,3,12
"190",9,25,1,10
"191",9,17,7,25
"192",9,13,6,17
"193",9,22,7,13
"194",9,15,8,22
"195",9,14,4,15
"196",9,10,8,14
"197",9,12,6,10
"198",9,13,9,12
"199",9,15,3,13
"200",9,7,9,15
"201",9,11,6,7
"202",9,12,5,11
"203",9,12,9,12
"204",9,10,8,12
"205",9,14,14,10
"206",9,4,8,14
"207",9,3,5,4
"208",10,0,0,2
"209",10,0,1,0
"210",10,2,1,0
"211",10,1,1,2
"212",10,6,1,1
"213",10,4,1,6
"214",10,2,4,4
"215",10,5,2,2
"216",10,1,2,5
"217",10,2,2,1
"218",10,0,1,2
"219",10,3,0,0
"220",10,1,0,3
"221",10,2,0,1
"222",10,2,2,2
"223",10,2,1,2
"224",10,1,2,2
"225",10,1,1,1
"226",10,1,3,1
"227",10,6,2,1
"228",10,2,2,6
"229",10,3,2,2
"230",10,2,2,3
"231",11,7,5,7
"232",11,6,3,7
"233",11,12,3,6
"234",11,7,5,12
"235",11,5,4,7
"236",11,6,3,5
"237",11,15,5,6
"238",11,7,2,15
"239",11,11,3,7
"240",11,14,4,11
"241",11,9,4,14
"242",11,12,4,9
"243",11,5,4,12
"244",11,14,3,5
"245",11,9,2,14
"246",11,6,4,9
"247",11,3,2,6
"248",11,7,3,3
"249",11,8,3,7
"250",11,6,3,8
"251",11,4,5,6
"252",11,1,5,4
"253",11,1,3,1
"254",12,0,3,4
"255",12,1,1,0
"256",12,0,1,1
"257",12,0,2,0
"258",12,2,1,0
"259",12,0,2,2
"260",12,0,1,0
"261",12,3,3,0
"262",12,4,1,3
"263",12,1,1,4
"264",12,2,1,1
"265",12,0,1,2
"266",12,0,1,0
"267",12,0,3,0
"268",12,2,1,0
"269",12,0,1,2
"270",12,3,2,0
"271",12,1,2,3
"272",12,2,2,1
"273",12,4,1,2
"274",12,3,4,4
"275",12,2,2,3
"276",12,1,1,2
"277",13,6,3,7
"278",13,3,0,6
"279",13,6,1,3
"280",13,3,0,6
"281",13,3,2,3
"282",13,7,3,3
"283",13,7,3,7
"284",13,5,1,7
"285",13,7,4,5
"286",13,4,7,7
"287",13,4,5,4
"288",13,5,4,4
"289",13,4,2,5
"290",13,3,2,4
"291",13,6,2,3
"292",13,5,4,6
"293",13,3,1,5
"294",13,3,3,3
"295",13,2,3,3
"296",13,6,7,2
"297",13,5,4,6
"298",13,7,9,5
"299",13,5,9,7
"300",14,8,3,7
"301",14,0,1,8
"302",14,3,1,0
"303",14,6,2,3
"304",14,4,1,6
"305",14,4,2,4
"306",14,8,2,4
"307",14,4,1,8
"308",14,8,1,4
"309",14,10,2,8
"310",14,3,2,10
"311",14,2,3,3
"312",14,5,2,2
"313",14,2,1,5
"314",14,0,0,2
"315",14,7,0,0
"316",14,1,0,7
"317",14,1,0,1
"318",14,2,0,1
"319",14,2,0,2
"320",14,0,0,2
"321",14,2,0,0
"322",14,0,0,2
"323",15,5,2,1
"324",15,4,2,5
"325",15,1,2,4
"326",15,1,2,1
"327",15,5,2,1
"328",15,4,1,5
"329",15,2,1,4
"330",15,5,1,2
"331",15,6,2,5
"332",15,9,2,6
"333",15,6,1,9
"334",15,4,2,6
"335",15,6,4,4
"336",15,9,3,6
"337",15,5,3,9
"338",15,3,4,5
"339",15,1,4,3
"340",15,5,3,1
"341",15,5,0,5
"342",15,2,2,5
"343",15,7,2,2
"344",15,5,2,7
"345",15,5,3,5
"346",16,2,0,0
"347",16,0,0,2
"348",16,1,0,0
"349",16,3,0,1
"350",16,3,2,3
"351",16,1,1,3
"352",16,0,1,1
"353",16,2,1,0
"354",16,0,2,2
"355",16,1,1,0
"356",16,1,3,1
"357",16,1,3,1
"358",16,0,1,1
"359",16,0,0,0
"360",16,0,0,0
"361",16,0,0,0
"362",16,0,0,0
"363",16,2,1,0
"364",16,1,1,2
"365",16,0,1,1
"366",16,1,2,0
"367",16,2,1,1
"368",16,1,1,2
"369",17,1,2,1
"370",17,0,1,1
"371",17,0,1,0
"372",17,1,0,0
"373",17,0,1,1
"374",17,1,0,0
"375",17,0,0,1
"376",17,0,0,0
"377",17,3,0,0
"378",17,1,0,3
"379",17,8,1,1
"380",17,3,0,8
"381",17,3,0,3
"382",17,4,0,3
"383",17,0,0,4
"384",17,1,0,0
"385",17,0,0,1
"386",17,1,0,0
"387",17,2,0,1
"388",17,1,0,2
"389",17,2,0,1
"390",17,1,0,2
"391",17,1,0,1
"392",18,5,3,1
"393",18,0,4,5
"394",18,5,6,0
"395",18,0,3,5
"396",18,6,4,0
"397",18,2,3,6
"398",18,3,5,2
"399",18,6,4,3
"400",18,3,5,6
"401",18,0,5,3
"402",18,5,6,0
"403",18,0,5,5
"404",18,6,4,0
"405",18,5,5,6
"406",18,2,5,5
"407",18,2,4,2
"408",18,8,3,2
"409",18,12,3,8
"410",18,18,4,12
"411",18,12,3,18
"412",18,10,3,12
"413",18,6,3,10
"414",18,10,7,6
"415",19,9,4,8
"416",19,6,2,9
"417",19,8,5,6
"418",19,4,3,8
"419",19,24,6,4
"420",19,16,4,24
"421",19,18,5,16
"422",19,17,6,18
"423",19,17,5,17
"424",19,16,15,17
"425",19,17,2,16
"426",19,9,7,17
"427",19,19,4,9
"428",19,33,8,19
"429",19,17,5,33
"430",19,15,7,17
"431",19,25,3,15
"432",19,22,5,25
"433",19,17,4,22
"434",19,13,7,17
"435",19,15,6,13
"436",19,13,9,15
"437",19,6,5,13
"438",20,5,1,7
"439",20,6,2,5
"440",20,7,2,6
"441",20,8,2,7
"442",20,7,2,8
"443",20,3,2,7
"444",20,3,4,3
"445",20,7,4,3
"446",20,13,3,7
"447",20,6,2,13
"448",20,6,2,6
"449",20,6,3,6
"450",20,10,2,6
"451",20,1,4,10
"452",20,7,3,1
"453",20,11,4,7
"454",20,5,3,11
"455",20,9,3,5
"456",20,8,7,9
"457",20,5,4,8
"458",20,3,5,5
"459",20,5,6,3
"460",20,7,2,5
"461",21,0,0,2
"462",21,2,3,0
"463",21,1,3,2
"464",21,1,2,1
"465",21,4,2,1
"466",21,1,1,4
"467",21,0,1,1
"468",21,2,0,0
"469",21,2,0,2
"470",21,0,0,2
"471",21,0,0,0
"472",21,1,0,0
"473",21,1,0,1
"474",21,0,0,1
"475",21,0,0,0
"476",21,0,0,0
"477",21,0,0,0
"478",21,2,0,0
"479",21,0,0,2
"480",21,0,0,0
"481",21,0,0,0
"482",21,1,0,0
"483",21,0,0,1
"484",22,0,0,6
"485",22,3,3,0
"486",22,0,5,3
"487",22,0,5,0
"488",22,0,3,0
"489",22,0,3,0
"490",22,0,3,0
"491",22,0,7,0
"492",22,0,5,0
"493",22,5,3,0
"494",22,3,5,5
"495",22,6,3,3
"496",22,8,0,6
"497",22,2,3,8
"498",22,0,4,2
"499",22,6,1,0
"500",22,0,5,6
"501",22,3,4,0
"502",22,0,5,3
"503",22,2,4,0
"504",22,6,2,2
"505",22,0,5,6
"506",22,0,5,0
"507",23,6,2,1
"508",23,2,1,6
"509",23,0,2,2
"510",23,2,1,0
"511",23,0,2,2
"512",23,0,1,0
"513",23,2,1,0
"514",23,4,2,2
"515",23,0,0,4
"516",23,2,2,0
"517",23,2,1,2
"518",23,2,3,2
"519",23,0,2,2
"520",23,0,3,0
"521",23,2,2,0
"522",23,0,3,2
"523",23,5,2,0
"524",23,2,0,5
"525",23,9,2,2
"526",23,2,0,9
"527",23,6,0,2
"528",23,0,1,6
"529",23,0,0,0
"530",24,4,1,9
"531",24,0,2,4
"532",24,0,1,0
"533",24,0,0,0
"534",24,9,0,0
"535",24,3,0,9
"536",24,0,0,3
"537",24,0,0,0
"538",24,0,0,0
"539",24,0,0,0
"540",24,19,0,0
"541",24,35,0,19
"542",24,57,0,35
"543",24,0,0,57
"544",24,10,0,0
"545",24,0,0,10
"546",24,0,0,0
"547",24,0,0,0
"548",24,0,0,0
"549",24,0,0,0
"550",24,0,0,0
"551",24,0,0,0
"552",24,0,0,0
"553",25,11,1,5
"554",25,18,2,11
"555",25,16,1,18
"556",25,9,1,16
"557",25,15,1,9
"558",25,3,0,15
"559",25,17,3,3
"560",25,10,3,17
"561",25,9,2,10
"562",25,15,1,9
"563",25,8,1,15
"564",25,6,2,8
"565",25,8,2,6
"566",25,4,2,8
"567",25,9,0,4
"568",25,5,2,9
"569",25,11,3,5
"570",25,9,0,11
"571",25,17,0,9
"572",25,12,0,17
"573",25,19,0,12
"574",25,19,0,19
"575",25,18,0,19
"576",26,1,0,2
"577",26,2,1,1
"578",26,0,1,2
"579",26,2,0,0
"580",26,4,2,2
"581",26,0,1,4
"582",26,0,0,0
"583",26,0,3,0
"584",26,7,1,0
"585",26,0,0,7
"586",26,4,3,0
"587",26,5,2,4
"588",26,5,2,5
"589",26,7,3,5
"590",26,11,2,7
"591",26,5,3,11
"592",26,5,1,5
"593",26,4,2,5
"594",26,7,4,4
"595",26,0,5,7
"596",26,4,6,0
"597",26,3,3,4
"598",26,3,6,3
"599",27,1,0,1
"600",27,1,0,1
"601",27,1,0,1
"602",27,2,0,1
"603",27,0,1,2
"604",27,1,2,0
"605",27,4,1,1
"606",27,3,0,4
"607",27,2,1,3
"608",27,2,1,2
"609",27,0,1,2
"610",27,1,1,0
"611",27,0,0,1
"612",27,3,1,0
"613",27,5,0,3
"614",27,2,1,5
"615",27,3,1,2
"616",27,2,1,3
"617",27,0,2,2
"618",27,3,2,0
"619",27,1,2,3
"620",27,1,1,1
"621",27,1,0,1
"622",28,1,0,1
"623",28,0,0,1
"624",28,1,0,0
"625",28,1,0,1
"626",28,1,0,1
"627",28,0,0,1
"628",28,0,0,0
"629",28,0,0,0
"630",28,1,0,0
"631",28,0,1,1
"632",28,0,1,0
"633",28,1,1,0
"634",28,2,0,1
"635",28,3,0,2
"636",28,2,1,3
"637",28,0,0,2
"638",28,1,0,0
"639",28,3,2,1
"640",28,0,0,3
"641",28,1,0,0
"642",28,3,0,1
"643",28,6,0,3
"644",28,4,0,6
"645",29,10,2,5
"646",29,6,1,10
"647",29,1,1,6
"648",29,18,2,1
"649",29,4,3,18
"650",29,5,2,4
"651",29,8,1,5
"652",29,3,2,8
"653",29,5,1,3
"654",29,3,3,5
"655",29,7,3,3
"656",29,5,1,7
"657",29,11,1,5
"658",29,5,2,11
"659",29,16,3,5
"660",29,2,1,16
"661",29,6,4,2
"662",29,8,2,6
"663",29,11,1,8
"664",29,7,2,11
"665",29,4,5,7
"666",29,9,3,4
"667",29,7,5,9
"668",30,5,3,3
"669",30,6,3,5
"670",30,10,3,6
"671",30,3,2,10
"672",30,4,5,3
"673",30,7,5,4
"674",30,9,3,7
"675",30,3,7,9
"676",30,7,3,3
"677",30,8,4,7
"678",30,4,8,8
"679",30,8,1,4
"680",30,11,6,8
"681",30,7,3,11
"682",30,11,4,7
"683",30,4,2,11
"684",30,2,5,4
"685",30,3,3,2
"686",30,13,4,3
"687",30,4,4,13
"688",30,7,6,4
"689",30,5,4,7
"690",30,4,3,5
"691",31,1,2,7
"692",31,2,2,1
"693",31,1,2,2
"694",31,4,2,1
"695",31,3,3,4
"696",31,2,2,3
"697",31,2,3,2
"698",31,3,3,2
"699",31,1,2,3
"700",31,3,2,1
"701",31,5,6,3
"702",31,2,4,5
"703",31,1,5,2
"704",31,5,6,1
"705",31,2,1,5
"706",31,3,5,2
"707",31,7,5,3
"708",31,0,3,7
"709",31,3,6,0
"710",31,3,3,3
"711",31,2,7,3
"712",31,2,4,2
"713",31,2,7,2
"714",32,7,3,0
"715",32,0,0,7
"716",32,3,1,0
"717",32,1,3,3
"718",32,5,2,1
"719",32,6,3,5
"720",32,1,1,6
"721",32,0,4,1
"722",32,4,4,0
"723",32,5,5,4
"724",32,6,3,5
"725",32,3,2,6
"726",32,2,2,3
"727",32,2,3,2
"728",32,5,5,2
"729",32,1,3,5
"730",32,2,3,1
"731",32,0,1,2
"732",32,4,4,0
"733",32,2,3,4
"734",32,8,1,2
"735",32,3,0,8
"736",32,3,0,3
"737",33,10,6,9
"738",33,10,3,10
"739",33,12,1,10
"740",33,7,5,12
"741",33,8,2,7
"742",33,10,3,8
"743",33,7,6,10
"744",33,7,4,7
"745",33,8,2,7
"746",33,7,3,8
"747",33,9,3,7
"748",33,3,2,9
"749",33,7,1,3
"750",33,0,4,7
"751",33,6,5,0
"752",33,7,2,6
"753",33,9,2,7
"754",33,11,2,9
"755",33,6,3,11
"756",33,7,3,6
"757",33,10,4,7
"758",33,6,5,10
"759",33,9,5,6
"760",34,7,3,5
"761",34,6,1,7
"762",34,0,1,6
"763",34,3,4,0
"764",34,7,3,3
"765",34,0,1,7
"766",34,1,0,0
"767",34,4,0,1
"768",34,2,4,4
"769",34,0,0,2
"770",34,2,5,0
"771",34,2,1,2
"772",34,2,1,2
"773",34,0,3,2
"774",34,1,1,0
"775",34,3,2,1
"776",34,2,2,3
"777",34,2,1,2
"778",34,3,1,2
"779",34,2,1,3
"780",34,2,2,2
"781",34,0,1,2
"782",34,5,2,0
"783",35,1,0,5
"784",35,7,0,1
"785",35,0,0,7
"786",35,0,0,0
"787",35,1,0,0
"788",35,4,0,1
"789",35,0,0,4
"790",35,2,2,0
"791",35,9,3,2
"792",35,5,3,9
"793",35,2,2,5
"794",35,3,2,2
"795",35,4,2,3
"796",35,3,3,4
"797",35,6,4,3
"798",35,6,4,6
"799",35,6,4,6
"800",35,5,5,6
"801",35,6,5,5
"802",35,0,3,6
"803",35,8,2,0
"804",35,1,4,8
"805",35,10,3,1
"806",36,3,1,1
"807",36,3,1,3
"808",36,1,2,3
"809",36,0,3,1
"810",36,2,1,0
"811",36,8,0,2
"812",36,5,1,8
"813",36,4,1,5
"814",36,2,1,4
"815",36,2,3,2
"816",36,8,2,2
"817",36,2,1,8
"818",36,2,1,2
"819",36,4,0,2
"820",36,0,3,4
"821",36,3,2,0
"822",36,4,0,3
"823",36,9,0,4
"824",36,2,0,9
"825",36,0,0,2
"826",36,2,0,0
"827",36,1,0,2
"828",36,4,0,1
"829",37,2,0,3
"830",37,3,2,2
"831",37,1,0,3
"832",37,4,1,1
"833",37,6,1,4
"834",37,2,1,6
"835",37,5,1,2
"836",37,6,1,5
"837",37,2,1,6
"838",37,7,1,2
"839",37,5,1,7
"840",37,5,1,5
"841",37,2,1,5
"842",37,4,0,2
"843",37,2,0,4
"844",37,1,0,2
"845",37,2,0,1
"846",37,4,0,2
"847",37,5,1,4
"848",37,2,1,5
"849",37,3,1,2
"850",37,4,0,3
"851",37,6,1,4
"852",38,4,1,4
"853",38,5,0,4
"854",38,0,1,5
"855",38,0,2,0
"856",38,0,1,0
"857",38,0,1,0
"858",38,0,1,0
"859",38,0,1,0
"860",38,1,1,0
"861",38,0,1,1
"862",38,0,2,0
"863",38,0,0,0
"864",38,0,0,0
"865",38,0,2,0
"866",38,0,1,0
"867",38,0,1,0
"868",38,0,1,0
"869",38,0,2,0
"870",38,0,1,0
"871",38,0,5,0
"872",38,0,2,0
"873",38,4,3,0
"874",38,0,4,4
"875",39,7,2,2
"876",39,2,2,7
"877",39,3,2,2
"878",39,2,2,3
"879",39,2,2,2
"880",39,2,1,2
"881",39,3,2,2
"882",39,2,2,3
"883",39,7,2,2
"884",39,1,2,7
"885",39,1,3,1
"886",39,4,3,1
"887",39,1,2,4
"888",39,3,2,1
"889",39,1,2,3
"890",39,4,4,1
"891",39,3,3,4
"892",39,3,2,3
"893",39,2,3,3
"894",39,1,4,2
"895",39,2,6,1
"896",39,2,3,2
"897",39,3,2,2
"898",40,1,2,2
"899",40,2,2,1
"900",40,0,2,2
"901",40,3,1,0
"902",40,1,3,3
"903",40,2,2,1
"904",40,0,3,2
"905",40,0,3,0
"906",40,0,2,0
"907",40,5,2,0
"908",40,4,2,5
"909",40,2,2,4
"910",40,3,2,2
"911",40,6,2,3
"912",40,0,2,6
"913",40,0,4,0
"914",40,2,4,0
"915",40,3,3,2
"916",40,0,3,3
"917",40,1,3,0
"918",40,2,2,1
"919",40,5,2,2
"920",40,0,4,5
"921",41,30,3,28
"922",41,19,4,30
"923",41,23,3,19
"924",41,11,1,23
"925",41,18,2,11
"926",41,26,3,18
"927",41,22,4,26
"928",41,15,3,22
"929",41,24,3,15
"930",41,10,1,24
"931",41,21,4,10
"932",41,20,1,21
"933",41,14,3,20
"934",41,22,2,14
"935",41,18,3,22
"936",41,15,3,18
"937",41,20,1,15
"938",41,18,2,20
"939",41,21,4,18
"940",41,17,0,21
"941",41,13,1,17
"942",41,16,3,13
"943",41,18,2,16
"944",42,5,2,3
"945",42,1,2,5
"946",42,1,4,1
"947",42,0,2,1
"948",42,3,4,0
"949",42,1,6,3
"950",42,5,6,1
"951",42,3,4,5
"952",42,6,2,3
"953",42,2,3,6
"954",42,2,2,2
"955",42,2,3,2
"956",42,5,1,2
"957",42,2,2,5
"958",42,3,4,2
"959",42,3,5,3
"960",42,0,3,3
"961",42,1,2,0
"962",42,3,7,1
"963",42,1,4,3
"964",42,3,4,1
"965",42,1,6,3
"966",42,3,4,1
"967",43,1,1,1
"968",43,3,0,1
"969",43,5,0,3
"970",43,2,0,5
"971",43,0,1,2
"972",43,3,2,0
"973",43,8,1,3
"974",43,2,2,8
"975",43,2,2,2
"976",43,2,3,2
"977",43,5,2,2
"978",43,4,1,5
"979",43,4,0,4
"980",43,1,3,4
"981",43,3,3,1
"982",43,2,0,3
"983",43,2,3,2
"984",43,0,3,2
"985",43,4,1,0
"986",43,2,1,4
"987",43,2,1,2
"988",43,3,2,2
"989",43,2,3,3
"990",44,4,1,4
"991",44,5,2,4
"992",44,1,2,5
"993",44,2,2,1
"994",44,1,1,2
"995",44,1,2,1
"996",44,0,2,1
"997",44,3,0,0
"998",44,1,3,3
"999",44,0,2,1
"1000",44,2,1,0
"1001",44,1,0,2
"1002",44,0,0,1
"1003",44,4,2,0
"1004",44,0,1,4
"1005",44,1,3,0
"1006",44,1,2,1
